pred,true,rouge_1,rouge_2,rouge_l
"<bos> the drinks are ok , the drinks were ok , but the food was just ok . the only thing i had was that it was a little pricey but it was worth it . it was very busy , but it 's a good place to go to","<bos> drinks were alright ! i 've come here a few times and it always satisfies my craving for boba , but i wish their drinks were a little more flavorful ! the boba itself is nice and chewy and sweet , but i 've found their drinks to be watered down on multiple occasions . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.2,0.016949152542372885,0.13333333333333336
"<bos> this is the best bakery i 've ever been to . they have a great selection of flavors , and they have the best part of them . they also have a large variety of flavors and they are great . they always have a nice variety to choose","<bos> this is my favourite bakery in chinatown . i 'm a local here and this place is the best for chinatown . great quality , good amount of filling and clean . i went to all the other bakeries . do n't know what to get ? pineapple bun . that crisp on - top of the top makes it amazing . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.25423728813559326,0.051724137931034475,0.1864406779661017
<bos> this is the best house house i 've ever had ! ! ! the food is delicious and the best i 've had in a long time . the only thing i 've been to is that it 's a little pricey but it 's worth it . the,<bos> got the berry and apple porridge it 's by far one of my favorite . my daughter got the pb&j she loves ever bite to it . the house maid jelly is bomb . my husband got the egg salad & bacon sandwich . he loved it so much he bought one more . it 's good clean and fast eats . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.2521008403361345,0.05128205128205127,0.15126050420168066
<bos> i love this place . the sauce is delicious and the shrimp is the best i 've ever had . everything was delicious and everything was great . i would definitely recommend this place to anyone . i will be back for sure . i highly recommend it to,"<bos> great place for japanese / korean / hawaiian infused food . the kalbi is the best , super tender and great sauce used to bbq it . the shrimp tempura is so good especially the sauce used with it . i love everything they serve here , you can never go wrong with their choices <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.28813559322033894,0.06896551724137931,0.1864406779661017
<bos> the service was great . the food was not good . the beef burger was a little too salty . the burger was too salty and the fries were very good . i will definitely be back . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> service was amazing ! food not so much . tasteless dry bean burger left much to be desired . potatoes for vegetarian poutine were subpar . gravy was probably the best part ! for the price of the bill , i wo n't return . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.18487394957983194,0.0,0.15126050420168066
<bos> the food was really good . the decor is very small and the food is ok . the only thing is that it is a little pricey but it 's worth it . it 's a little busy . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> food was bland , really bland ! very disorganized layout of menu . it was so bad , they offered me free food and i refused ! a waste of 15 dollars , i had to go to subway ! <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.15126050420168066,0.0,0.11764705882352941
<bos> great food and great people . great price for a quick bite . very clean and clean . i highly recommend this place to anyone in the area . i would recommend it to anyone . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> i was very happy to find a korean spot open 24 hours . the food was good and the people were nice . they do have panchan ! ! ! very good price for a late night snack . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.20168067226890757,0.034188034188034185,0.13445378151260504
<bos> i love this place . the donuts are amazing . they have a huge variety of donuts . they also have a great variety of items . they are very clean and well prepared . the only thing is that it is a little pricey but it 's worth,<bos> great donut shop open 24 hours . the donuts are fresh and taste like the good ole days . they have all your favorites and you can even watch them making the donuts as your ordering . we will drive clear across town for these lovely pieces of fried dough . better than krispy kreme for sure . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.18333333333333335,0.03389830508474577,0.13333333333333336
"<bos> the food is good , but the service is good . the food was good and the service was good . it was a little pricey but it was worth it . it 's a little expensive but it 's worth it but it is worth it ! <eos>","<bos> the food is good but the service is not . very expensive but alot of food . my husband ordered something with polish sausage but he just got a hot dog , it was good but he kinda felt that was a cheap way to cut corners . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.31404958677685946,0.15126050420168066,0.24793388429752067
<bos> i 've been here a few times and i 've never been disappointed . the service is great and the employees are great . i have been here several times and they have great customer service . they have a great job . they also have a good job,"<bos> i was extremely happy with the speed of service for my smog at auto tech centers we were out of there in about 10 min not a very long wait . they accepted the coupon with no problem . i will recommend them to every one i know . the techs were all business with a friendly smile . ! ! ! awesome , awesome service ! ! great job ! ! <eos> <pad> <pad> <pad> <pad> <pad> <pad>",0.22807017543859648,0.03571428571428571,0.15789473684210525
<bos> i 've been here a few times and i have been coming here for a few years . the salon is great and the staff is friendly and helpful . i highly recommend this place to anyone in the area . thank you ! ! ! <eos> <eos> <eos>,<bos> 12 $ for a hair cut is a good deal which also includes shampooing and hot towel ... the stylist was friendly and gave some good suggestions for styling my hair ... will be back some time again for getting my beard trimmed and shaped . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.18333333333333335,0.03389830508474576,0.15
<bos> i love this place . the beer is great and the cheese fries are delicious . the only thing is that it is a little pricey but it 's worth it . it 's a good little place to go for a quick bite . <eos> <eos> <eos> <eos>,<bos> a promising place in madison to hangout and have fun ... enjoy a good game of pool or shuffleboard while chugging a good beer from their menu .... have n't had many food items on their menu but the cheese curds are top notch . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.2096774193548387,0.03278688524590164,0.11290322580645161
<bos> food was okay . service was ok . food was good . very nice . very clean . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> service ok , food a disappointment . not much flavor in the chili rellano although the chicken enchilada was better . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.08196721311475409,0.016666666666666666,0.08196721311475409
<bos> i love this place . it 's a great time . the food is delicious and the pork sandwich is amazing . i love the fried chicken sandwich and i love that they have the best i 've ever had . i 've been to a few times and,<bos> this place is great . first time here had a great time and excellent food . the pulled pork sandwich was seriously awesome ! the calamari was fried to perfection actually it was the best calamari i 've had on the west side . the beers were delicious could n't have had a better dinner i will definitely make this my go to spot :) <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.3770491803278689,0.08333333333333334,0.26229508196721313
<bos> best turkey sandwich i 've ever had . great service and very friendly . clean and clean . very clean . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> had the best turkey sandwich . service was awesome . will be back soon to try something else or the turkey sandwich again ;) <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.08130081300813008,0.016528925619834708,0.08130081300813008
<bos> this is a great location . the service is slow and the wings are good . the wings were good and the service was good . i would recommend this place if you are in the area . it 's a little pricey but it 's worth it .,<bos> actually 2.5 stars . i do n't like to put too much effort into these fast food restaurant chains . so i 'll get right to the point . this is not my favorite location . why ? because the service was a slow . the wings were still tasty . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.2,0.05084745762711864,0.15
<bos> very fun and fun . lots of fun to find in the area . lots to choose from . one of my favorite places to eat in the city . it 's a good place to hang out . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> loads of fun ! ! love that they play hip hop ! crazy crowded at one point . not too many places to sit . stay away from the slushy drink ... its $ 32.00 ! ! ! ! ! <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.15789473684210528,0.03571428571428571,0.14035087719298248
<bos> great chicken salad with a great price . very friendly and helpful . i had the chicken salad and it was delicious . i will be back for sure . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> delicious ! loved both my chicken salad and chicken sandwich . price was good too . my husband really enjoyed his eggs benedict as well and thought the ranch potatoes were awesome <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.17886178861788618,0.033057851239669415,0.13008130081300814
"<bos> great job , great prices and great prices . i had the best i 've had in a long time and it was very clean . i will be back for sure . i would definitely recommend this place to anyone in the area . <eos> <eos> <eos> <eos>","<bos> i 've used gary many times on electrical , drywall , carpentry , painting , and installations . he always does an excellent job , always shows up on time , stays until the job is finished , and has fair prices . i highly recommend him . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.20869565217391303,0.035398230088495575,0.1391304347826087
